source_id,job_title,company,location,job_url,salary_avg,salary_range_id,f_education_d3,f_education_s1,f_education_s2,f_ipk_required,f_min_gpa,f_major_it,f_major_engineering,f_major_business,f_academic_achievement,f_scholarship,f_transcript_required,f_certificate_required,f_english_required,f_computer_skill_required,f_portfolio_required,f_project_required,f_organization_required,f_leadership_required,f_student_cadre_proxy,f_event_committee,f_communication_required,f_teamwork_required,f_internship_required,f_fresh_graduate_allowed,f_work_experience_required,f_experience_years_min,job_family,region_group,salary_range_label,source_batch_file
1337,Full-stack Engineer,PT CryoCord Indonesia,Jakarta Pusat,https://id.jobstreet.com/id/job/92060205?type=standard&ref=search-standalone&origin=cardTitle#sol=d58eb8575e153bfcf92c97c48be40c9a289ad936,20000000.0,6.0,0,0,0,0,0.0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,data,jabodetabek,>= 10 juta,graduate_salary_rf_ready_batch_03_it_software.csv
1339,Software Engineer Internship,OPPO Indonesia,Tangerang,https://id.jobstreet.com/id/job/91761487?type=standard&ref=search-standalone&origin=cardTitle#sol=dcc07b1bb7d377c8d30b9fa598363fccf64e4410,3000000.0,2.0,0,0,0,0,0.0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,data,jabodetabek,2 sampai < 4 juta,graduate_salary_rf_ready_batch_03_it_software.csv
1342,Business Development (Fresh Graduate),PT PMA Bluemedia Indonesia,Jakarta Selatan,https://id.jobstreet.com/id/job/92233730?type=standard&ref=search-standalone&origin=cardTitle#sol=52a86adba6bd9d5593e7f08fd1b915d57898a7f5,7250000.0,4.0,0,0,0,0,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,business,jabodetabek,6 sampai < 8 juta,graduate_salary_rf_ready_batch_03_it_software.csv
1343,"Interns (Data Analyst Intern, Digital Media Intern, IT Intern)",PT Himalaya Wellness Indonesia,Kelapa Gading,https://id.jobstreet.com/id/job/92103621?type=standard&ref=search-standalone&origin=cardTitle#sol=a485b349828361e9ab6ae258e43d2c39ce224b60,2575000.0,2.0,0,0,0,0,0.0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,data,jabodetabek,2 sampai < 4 juta,graduate_salary_rf_ready_batch_03_it_software.csv
1344,IT Product Associate,PT Netcom Scinergy Newsantara,Bekasi,https://id.jobstreet.com/id/job/91993714?type=standard&ref=search-standalone&origin=cardTitle#sol=ae83a0b7b13f070533f98a37a2867985e7d5a349,12500000.0,6.0,0,1,0,0,0.0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,software,jabodetabek,>= 10 juta,graduate_salary_rf_ready_batch_03_it_software.csv
1346,Software Engineer (Japanese Speaking),HITHINK TECHNOLOGY INDONESIA,Jakarta Selatan,https://id.jobstreet.com/id/job/92042645?type=standard&ref=search-standalone&origin=cardTitle#sol=25e162613e9ead74793a692b646fd1930e1cf893,13250000.0,6.0,0,1,1,0,0.0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,data,jabodetabek,>= 10 juta,graduate_salary_rf_ready_batch_03_it_software.csv
1354,Senior Java Developer,PT Green City Traffic,Jakarta Selatan,https://id.jobstreet.com/id/job/92259845?type=standard&ref=search-standalone&origin=cardTitle#sol=d0d35263add9498f108fc40964f073ee16a2ce9d,12500000.0,6.0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,data,jabodetabek,>= 10 juta,graduate_salary_rf_ready_batch_03_it_software.csv
1356,Technical Engineering Staff,PT Kanematsu KGK Indonesia,Jakarta Raya,https://id.jobstreet.com/id/job/92258919?type=standard&ref=search-standalone&origin=cardTitle#sol=c906839237ca6bd2f423dfb315b78ad19aa6c728,6500000.0,4.0,0,1,0,0,0.0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,business,jabodetabek,6 sampai < 8 juta,graduate_salary_rf_ready_batch_03_it_software.csv
1358,IT support,Pengiklan Anonim,Jakarta Raya,https://id.jobstreet.com/id/job/91834228?type=standard&ref=search-standalone&origin=cardTitle#sol=92b65991acdac6e7c950b3987b13c3e8d1df1feb,5150000.0,3.0,1,1,0,0,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,software,jabodetabek,4 sampai < 6 juta,graduate_salary_rf_ready_batch_03_it_software.csv
1359,POWERBI ENGINEER,PT Delta Marine Consultants,Bekasi,https://id.jobstreet.com/id/job/92206233?type=standard&ref=search-standalone&origin=cardTitle#sol=6924a803abe27140aff05f3dbbbc323b18b183db,12500000.0,6.0,0,1,0,0,0.0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,data,jabodetabek,>= 10 juta,graduate_salary_rf_ready_batch_03_it_software.csv
1362,Solution Architect,PT Dasa Aprilindo Sentosa,Jakarta Selatan,https://id.jobstreet.com/id/job/92196016?type=standard&ref=search-standalone&origin=cardTitle#sol=c912b1d8fc2bcd7b7ecf58f4399a707927e1b505,15000000.0,6.0,0,1,0,1,3.0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,data,jabodetabek,>= 10 juta,graduate_salary_rf_ready_batch_03_it_software.csv
1364,Junior Software Developer,PT Sahabat Laut Lestari,Denpasar,https://id.jobstreet.com/id/job/92058700?type=standard&ref=search-standalone&origin=cardTitle#sol=0fa2761f039a2a53f7051fc4460354d79be09ab2,4150000.0,3.0,1,1,0,0,0.0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,data,lainnya,4 sampai < 6 juta,graduate_salary_rf_ready_batch_03_it_software.csv
1370,Electrical Engineer / Service Engineer - Mechatronics,PT Xefco Technologies Indonesia,Majalengka,https://id.jobstreet.com/id/job/92009412?type=standard&ref=search-standalone&origin=cardTitle#sol=b8bdfa2656cbec4307f0e6de2e247420620dceee,12500000.0,6.0,0,0,0,0,0.0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,engineering,jawa barat,>= 10 juta,graduate_salary_rf_ready_batch_03_it_software.csv
1372,IT ACCOUNT EXECUTIVE,PT Ifabula Digital Kreasi,Jakarta Raya,https://id.jobstreet.com/id/job/92277898?type=standard&ref=search-standalone&origin=cardTitle#sol=7e43b35978853464129afb54014d3bd7d5421890,8000000.0,5.0,0,1,0,0,0.0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,business,jabodetabek,8 sampai < 10 juta,graduate_salary_rf_ready_batch_03_it_software.csv
1373,IT Presales Engineer,PT Ifabula Digital Kreasi,Jakarta Raya,https://id.jobstreet.com/id/job/92278462?type=standard&ref=search-standalone&origin=cardTitle#sol=80b8a0b0f4152a6621ef1ef694a34dfcea221d99,10000000.0,6.0,0,1,0,0,0.0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,software,jabodetabek,>= 10 juta,graduate_salary_rf_ready_batch_03_it_software.csv
1375,Junior Quality Assurance,PT. Sinergi Innovate Pratama,Jakarta Selatan,https://id.jobstreet.com/id/job/92039826?type=standard&ref=search-standalone&origin=cardTitle#sol=1091e2b825c73edc5305385a8bf8dc9fa09daf0b,5750000.0,3.0,1,1,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,data,jabodetabek,4 sampai < 6 juta,graduate_salary_rf_ready_batch_03_it_software.csv
1381,Agentic AI Engineer,PT ADIDAYA RISET INSTRUMEN INDONESIA,Jakarta Selatan,https://id.jobstreet.com/id/job/91884754?type=standard&ref=search-standalone&origin=cardTitle#sol=d9f3e1a20fca1323672b25af4cf64110f7703cf3,8500000.0,5.0,0,1,0,0,0.0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,data,jabodetabek,8 sampai < 10 juta,graduate_salary_rf_ready_batch_03_it_software.csv
1382,Project Manager (IT),PT Nutech Integrasi,Jakarta Selatan,https://id.jobstreet.com/id/job/91780238?type=standard&ref=search-standalone&origin=cardTitle#sol=3f9e6f2727d1f8a936e21d1554fe1f97b0bf093b,10000000.0,6.0,0,1,0,0,0.0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,software,jabodetabek,>= 10 juta,graduate_salary_rf_ready_batch_03_it_software.csv
1384,Business Management Trainee (Internship) - Bandung & Jakarta Placement,PT Kitar Technology Indonesia,Jakarta Selatan,https://id.jobstreet.com/id/job/92055932?type=standard&ref=search-standalone&origin=cardTitle#sol=602415045f341d15518dc2646415562f60cb831d,3750000.0,2.0,0,1,0,1,0.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,business,jabodetabek,2 sampai < 4 juta,graduate_salary_rf_ready_batch_03_it_software.csv
1387,Prompt Engineer / Animator – Film AI,PT. IDEALINK BERSAMA BERKARYA,Jakarta Selatan,https://id.jobstreet.com/id/job/92067551?type=standard&ref=search-standalone&origin=cardTitle#sol=48f353ce748215fd42a1df37c8357ff3feb8318c,6500000.0,4.0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,software,jabodetabek,6 sampai < 8 juta,graduate_salary_rf_ready_batch_03_it_software.csv
1389,QA or Tester (Onsite at Yogya),PT. Amalura Multi Dimensi,Yogyakarta,https://id.jobstreet.com/id/job/91842214?type=standard&ref=search-standalone&origin=cardTitle#sol=96c1736c302d8c4caeaa792bb4ba2ba7ce8e3bc0,6000000.0,4.0,0,1,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,engineering,jawa tengah diy,6 sampai < 8 juta,graduate_salary_rf_ready_batch_03_it_software.csv
1393,Product Engineer,Catalyst Psychology & HR Management Services,Bekasi,https://id.jobstreet.com/id/job/92132347?type=standard&ref=search-standalone&origin=cardTitle#sol=2a97c42237ea3d1db59953997d9936dc604ec75b,6300000.0,4.0,0,1,0,1,3.3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,software,jabodetabek,6 sampai < 8 juta,graduate_salary_rf_ready_batch_03_it_software.csv
1399,Sales Engineer - Low Voltage (ELV Systems),PT Azbil Berca Indonesia,Jakarta Pusat,https://id.jobstreet.com/id/job/92309883?type=standard&ref=search-standalone&origin=cardTitle#sol=ca9ddd4d1717fb33d133590b258e18c7af25f8ec,5750000.0,3.0,0,1,0,0,0.0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,business,jabodetabek,4 sampai < 6 juta,graduate_salary_rf_ready_batch_03_it_software.csv
1400,AI Engineer,PT. Virtus Visio Vortexa (Holding),Jakarta Utara,https://id.jobstreet.com/id/job/91970301?type=standard&ref=search-standalone&origin=cardTitle#sol=35cc0b38754a78ee63e747b01758bbc721b7b529,10000000.0,6.0,0,0,1,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,software,jabodetabek,>= 10 juta,graduate_salary_rf_ready_batch_03_it_software.csv
1401,Junior Software Engineer,PT Kuantum Solusi Teknologi,Bogor,https://id.jobstreet.com/id/job/92276199?type=standard&ref=search-standalone&origin=cardTitle#sol=6f8a99735642b907541e1d441958f9f1d7848cc5,7000000.0,4.0,0,1,0,0,0.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,software,jabodetabek,6 sampai < 8 juta,graduate_salary_rf_ready_batch_03_it_software.csv
1403,Project Control Denpasar,PT Galva Galindra Multi Cipta,Denpasar,https://id.jobstreet.com/id/job/92193233?type=standard&ref=search-standalone&origin=cardTitle#sol=0670daaa6623776844e4eabb72ffd4e010fc12bc,3750000.0,2.0,0,1,1,0,0.0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,administration,lainnya,2 sampai < 4 juta,graduate_salary_rf_ready_batch_03_it_software.csv
1406,Sales Assistant,PT. Egenkit Teknik Solusi,Tangerang,https://id.jobstreet.com/id/job/92032684?type=standard&ref=search-standalone&origin=cardTitle#sol=bc98cfac921c5cda38a19839dd5a074c8d7d7643,6750000.0,4.0,0,0,0,0,0.0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,business,jabodetabek,6 sampai < 8 juta,graduate_salary_rf_ready_batch_03_it_software.csv
1413,FULL STACK DEVELOPER,PT Transforme Indonesia,Jakarta Pusat,https://id.jobstreet.com/id/job/91974413?type=standard&ref=search-standalone&origin=cardTitle#sol=e2d05c1d1cd29eb7723b8e4599cfd2328b346bcd,6000000.0,4.0,0,1,0,0,0.0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,data,jabodetabek,6 sampai < 8 juta,graduate_salary_rf_ready_batch_03_it_software.csv
1415,AV Multimedia Engineer,PT Technet Vision Indonesia,Jakarta Timur,https://id.jobstreet.com/id/job/91914213?type=standard&ref=search-standalone&origin=cardTitle#sol=6595b366509648b7598504e613cb2e08139158dd,6750000.0,4.0,0,1,0,0,0.0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,engineering,jabodetabek,6 sampai < 8 juta,graduate_salary_rf_ready_batch_03_it_software.csv
1416,SOFTWARE ENGINEER,Kakiku Family Health & Beauty (Tangerang),Tangerang,https://id.jobstreet.com/id/job/92220719?type=standard&ref=search-standalone&origin=cardTitle#sol=4cf9c724f242143923f7afee4bd429d7bde96bd5,8500000.0,5.0,0,1,0,0,0.0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,data,jabodetabek,8 sampai < 10 juta,graduate_salary_rf_ready_batch_03_it_software.csv
1422,Junior Technical Support,PT Fusion Dinamika,Jakarta Barat,https://id.jobstreet.com/id/job/92273952?type=standard&ref=search-standalone&origin=cardTitle#sol=7ad2121567cc49018d56fc3e916edcb88103f3f0,6000000.0,4.0,0,1,0,0,0.0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,engineering,jabodetabek,6 sampai < 8 juta,graduate_salary_rf_ready_batch_03_it_software.csv
1426,IT Developer Staff,PT NBC Indonesia,Karawang,https://id.jobstreet.com/id/job/92152046?type=standard&ref=search-standalone&origin=cardTitle#sol=84c2fb3f285f15110e271adbafb6c64e17b9e569,6193426.0,4.0,0,1,0,0,0.0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,software,jawa barat,6 sampai < 8 juta,graduate_salary_rf_ready_batch_03_it_software.csv
1427,Full Stack Development (IT&Engineering),PT BINTANG FAJAR PERSADA,Surabaya,https://id.jobstreet.com/id/job/92253248?type=standard&ref=search-standalone&origin=cardTitle#sol=fcb0a399d4577ad2203b98f0747a20bf969ccc2d,7500000.0,4.0,0,1,0,0,0.0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,3,data,jawa timur,6 sampai < 8 juta,graduate_salary_rf_ready_batch_03_it_software.csv
1431,Software Engineer Internship,OPPO Indonesia,Tangerang,https://id.jobstreet.com/id/job/91761487?type=standard&ref=search-standalone&origin=cardTitle#sol=51d451eee5dd3822c7e703c359ea5f4cb5e84cc6,3000000.0,2.0,0,0,0,0,0.0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,data,jabodetabek,2 sampai < 4 juta,graduate_salary_rf_ready_batch_03_it_software.csv
1432,IT support,Pengiklan Anonim,Jakarta Raya,https://id.jobstreet.com/id/job/91834228?type=standard&ref=search-standalone&origin=cardTitle#sol=f18eae48a1f0da26c710ef5179bfc0e7daa9f96e,5150000.0,3.0,1,1,0,0,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,software,jabodetabek,4 sampai < 6 juta,graduate_salary_rf_ready_batch_03_it_software.csv
1437,IT Administrator,Pengiklan Anonim,Jakarta Raya,https://id.jobstreet.com/id/job/92297890?type=standard&ref=search-standalone&origin=cardTitle#sol=b5373a0f7f6d6374b11c5a0ed9700a86e0c6a6de,5250000.0,3.0,0,1,0,0,0.0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,data,jabodetabek,4 sampai < 6 juta,graduate_salary_rf_ready_batch_03_it_software.csv
1438,"Interns (Data Analyst Intern, Digital Media Intern, IT Intern)",PT Himalaya Wellness Indonesia,Kelapa Gading,https://id.jobstreet.com/id/job/92103621?type=standard&ref=search-standalone&origin=cardTitle#sol=64fe1f09793eabb85a50a3d3231dbcae76231e00,2575000.0,2.0,0,0,0,0,0.0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,data,jabodetabek,2 sampai < 4 juta,graduate_salary_rf_ready_batch_03_it_software.csv
1439,Business Development (Fresh Graduate),PT PMA Bluemedia Indonesia,Jakarta Selatan,https://id.jobstreet.com/id/job/92233730?type=standard&ref=search-standalone&origin=cardTitle#sol=d7444e6d12f8648c6703b96aff2abe41adf10127,7250000.0,4.0,0,0,0,0,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,business,jabodetabek,6 sampai < 8 juta,graduate_salary_rf_ready_batch_03_it_software.csv
1440,IT Product Associate,PT Netcom Scinergy Newsantara,Bekasi,https://id.jobstreet.com/id/job/91993714?type=standard&ref=search-standalone&origin=cardTitle#sol=d6c7c6dc970dd46cccb21319a7a28e31c2e4ea73,12500000.0,6.0,0,1,0,0,0.0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,software,jabodetabek,>= 10 juta,graduate_salary_rf_ready_batch_03_it_software.csv
1446,Solution Architect,PT Dasa Aprilindo Sentosa,Jakarta Selatan,https://id.jobstreet.com/id/job/92196016?type=standard&ref=search-standalone&origin=cardTitle#sol=31165dfc84f4499b85bec23df090792696338397,15000000.0,6.0,0,1,0,1,3.0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,data,jabodetabek,>= 10 juta,graduate_salary_rf_ready_batch_03_it_software.csv
1447,IT Support,SkyTech Solutions Inc.,Jakarta Raya,https://id.jobstreet.com/id/job/92225940?type=standard&ref=search-standalone&origin=cardTitle#sol=1e9777268223dd61db1244714cf768410f3fad05,7500000.0,4.0,0,0,0,0,0.0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,software,jabodetabek,6 sampai < 8 juta,graduate_salary_rf_ready_batch_03_it_software.csv
1452,IT Support,PT. MITRA PELITA TERANGI BANGSA,Tangerang Selatan,https://id.jobstreet.com/id/job/91777132?type=standard&ref=search-standalone&origin=cardTitle#sol=83ef72d30059304138ccc48217941eb8414432d4,5400000.0,3.0,1,1,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,software,jabodetabek,4 sampai < 6 juta,graduate_salary_rf_ready_batch_03_it_software.csv
1455,IT Support,PT Byte Beyond Persona,Kabupaten Tangerang,https://id.jobstreet.com/id/job/92226917?type=standard&ref=search-standalone&origin=cardTitle#sol=f490344bbd1c444ade286e7ffea6c6940e306a3c,5850000.0,3.0,1,1,0,0,0.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,software,jabodetabek,4 sampai < 6 juta,graduate_salary_rf_ready_batch_03_it_software.csv
1458,Junior Quality Assurance,PT. Sinergi Innovate Pratama,Jakarta Selatan,https://id.jobstreet.com/id/job/92039826?type=standard&ref=search-standalone&origin=cardTitle#sol=4da18c7564bc33c179aa5060c7e751478964b15b,5750000.0,3.0,1,1,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,data,jabodetabek,4 sampai < 6 juta,graduate_salary_rf_ready_batch_03_it_software.csv
1463,Tele Account Management (Fresh Graduate are welcome to apply),PT Adecco Personnel Indonesia,Yogyakarta,https://id.jobstreet.com/id/job/92196600?type=standard&ref=search-standalone&origin=cardTitle#sol=6fec0ecfc36f00f46fab12395d21957538d78827,2900000.0,2.0,1,1,0,1,2.75,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,business,jawa tengah diy,2 sampai < 4 juta,graduate_salary_rf_ready_batch_03_it_software.csv
1464,IT ACCOUNT EXECUTIVE,PT Ifabula Digital Kreasi,Jakarta Raya,https://id.jobstreet.com/id/job/92277898?type=standard&ref=search-standalone&origin=cardTitle#sol=2b685557728f6e247954be52f7f3710b88b0ba3e,8000000.0,5.0,0,1,0,0,0.0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,business,jabodetabek,8 sampai < 10 juta,graduate_salary_rf_ready_batch_03_it_software.csv
1467,Business Management Trainee (Internship) - Bandung & Jakarta Placement,PT Kitar Technology Indonesia,Jakarta Selatan,https://id.jobstreet.com/id/job/92055932?type=standard&ref=search-standalone&origin=cardTitle#sol=85d97bdbd06a8151215963da8bc91df7e04c973f,3750000.0,2.0,0,1,0,1,0.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,business,jabodetabek,2 sampai < 4 juta,graduate_salary_rf_ready_batch_03_it_software.csv
1469,IT Business Analyst,Kop Sehati Makmur Abadi,Jatisampurna,https://id.jobstreet.com/id/job/92283854?type=standard&ref=search-standalone&origin=cardTitle#sol=7094431ab6f57f666705e9ccc1c15b1c1210c251,5750000.0,3.0,0,1,0,0,0.0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,software,lainnya,4 sampai < 6 juta,graduate_salary_rf_ready_batch_03_it_software.csv
1470,IT Application Supervisor,PT Cipta Kreasisandang Mandiri (OSELLA),Penjaringan,https://id.jobstreet.com/id/job/92146843?type=standard&ref=search-standalone&origin=cardTitle#sol=718719aa816f0c7724486fcbebdddb65c9558968,8000000.0,5.0,0,1,0,0,0.0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,2,engineering,jabodetabek,8 sampai < 10 juta,graduate_salary_rf_ready_batch_03_it_software.csv
1472,IT Support Staff,PT Multi Karya Garmentexindo,Kabupaten Tangerang,https://id.jobstreet.com/id/job/92133177?type=standard&ref=search-standalone&origin=cardTitle#sol=74f870179a085f6a7b94ba4287e21b24669c84fd,4500000.0,3.0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,software,jabodetabek,4 sampai < 6 juta,graduate_salary_rf_ready_batch_03_it_software.csv
1473,Technical Support Engineer (TS),PT Elektra Daya Integra,Tangerang Selatan,https://id.jobstreet.com/id/job/91971612?type=standard&ref=search-standalone&origin=cardTitle#sol=57c6bc098c43bb74937b0a7f3e6bc1a3d2cce648,8000000.0,5.0,0,1,0,0,0.0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,data,jabodetabek,8 sampai < 10 juta,graduate_salary_rf_ready_batch_03_it_software.csv
1474,Product Engineer,Catalyst Psychology & HR Management Services,Bekasi,https://id.jobstreet.com/id/job/92132347?type=standard&ref=search-standalone&origin=cardTitle#sol=e8dbf8962c91c9510c715627d6cc1df4d9c47ce7,6300000.0,4.0,0,1,0,1,3.3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,software,jabodetabek,6 sampai < 8 juta,graduate_salary_rf_ready_batch_03_it_software.csv
1475,IT Admin,PT Agro Lino Sejahtera,Jakarta Raya,https://id.jobstreet.com/id/job/91883351?type=standard&ref=search-standalone&origin=cardTitle#sol=c548461b6481d65168628343778712f9ee0c37e9,11000000.0,6.0,0,1,0,0,0.0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,software,jabodetabek,>= 10 juta,graduate_salary_rf_ready_batch_03_it_software.csv
1477,IT STAFF,PT Bomin Permata Abadi,Kabupaten Jepara,https://id.jobstreet.com/id/job/91750160?type=standard&ref=search-standalone&origin=cardTitle#sol=417810a48bcb920d8902fa2dab464a05f6a325ca,4150000.0,3.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,software,jawa tengah diy,4 sampai < 6 juta,graduate_salary_rf_ready_batch_03_it_software.csv
1478,Project Manager (IT),PT Nutech Integrasi,Jakarta Selatan,https://id.jobstreet.com/id/job/91780238?type=standard&ref=search-standalone&origin=cardTitle#sol=5e3aeccee3d3d92bb092c4300fd60513b8f24da3,10000000.0,6.0,0,1,0,0,0.0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,software,jabodetabek,>= 10 juta,graduate_salary_rf_ready_batch_03_it_software.csv
1480,MONITORING / FIELD ENGINEER,PT Prestasi Piranti Informasi (NEUVIZ),Jakarta Selatan,https://id.jobstreet.com/id/job/91761614?type=standard&ref=search-standalone&origin=cardTitle#sol=b7e127d31de6232908b3e60845273493d2dbc900,7000000.0,4.0,1,0,0,0,0.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,2,engineering,jabodetabek,6 sampai < 8 juta,graduate_salary_rf_ready_batch_03_it_software.csv
1483,Account Manager (Sales IT Solution),PT Griya Mitra Persada,Jakarta Raya,https://id.jobstreet.com/id/job/92255383?type=standard&ref=search-standalone&origin=cardTitle#sol=e164adf75cabe89be59efaf8353aa7d623f0658b,10000000.0,6.0,0,0,0,0,0.0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,business,jabodetabek,>= 10 juta,graduate_salary_rf_ready_batch_03_it_software.csv
1490,IT Audit Junior Executive (Assistant Manager),PT Tugu Reasuransi Indonesia,Jakarta Pusat,https://id.jobstreet.com/id/job/91971554?type=standard&ref=search-standalone&origin=cardTitle#sol=bdb0998daf3ce66cf04f43fff0c6c2d34590cbe1,13350000.0,6.0,0,1,0,0,0.0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,2,finance,jabodetabek,>= 10 juta,graduate_salary_rf_ready_batch_03_it_software.csv
1491,IT Support Staff - Bali,PT Warna Abadi Mitra Bersama,Bali,https://id.jobstreet.com/id/job/92133175?type=standard&ref=search-standalone&origin=cardTitle#sol=0b581000dcc1b2faa492fa5f7d0dab869577e32c,3750000.0,2.0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,engineering,lainnya,2 sampai < 4 juta,graduate_salary_rf_ready_batch_03_it_software.csv
1500,Japanese Speaker IT Help Desk (Fresh graduates) - IT Consultant (A-130406,RGF HR Agent Indonesia,Jakarta Raya,https://id.jobstreet.com/id/job/92027170?type=standard&ref=search-standalone&origin=cardTitle#sol=9579661f599d48047d46837469bcb8329615bd73,6000000.0,4.0,0,1,0,0,0.0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,other,jabodetabek,6 sampai < 8 juta,graduate_salary_rf_ready_batch_03_it_software.csv
1502,FULL STACK DEVELOPER,PT Transforme Indonesia,Jakarta Pusat,https://id.jobstreet.com/id/job/91974413?type=standard&ref=search-standalone&origin=cardTitle#sol=6155cb367e47329bac5b945df30b79e24fc9da59,6000000.0,4.0,0,1,0,0,0.0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,data,jabodetabek,6 sampai < 8 juta,graduate_salary_rf_ready_batch_03_it_software.csv
